epoch,lr,seconds,train_threshold,train_accuracy,train_precision,train_recall,train_specificity,train_f1,train_kappa,train_tp,train_tn,train_fp,train_fn,train_loss,val_threshold,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_kappa,val_tp,val_tn,val_fp,val_fn,val_auc,val_ap,val_best_threshold
1,1e-06,0.617,0.5,0.555,0.551948051948052,0.8095238095238095,0.2736842105263158,0.6563706563706564,0.08530318602261067,85,26,69,20,0.683259015083313,0.25045454545454543,0.58,0.5526315789473685,0.84,0.32,0.6666666666666667,0.15999999999999992,21,8,17,4,0.664,0.6507932908311581,0.25045454545454543
